tweet	label	sentiment
"@oilpaintwitch @soliteire Do all those fat chicks who visit to be spanked by ""da boss"" mask up? Has ""da covid"" scared Rebecca's legs shut? It does seem to effect the left more viciously. #Deadwolf https://t.co/8uj8iFpm4R"	O	0
"@ahandvanish I was in contact with 2 confirmed cases at work (a school) in September- non of them were wearing a mask, indoors. The policy is to carry on. They treat covid like a cold. This is in England btw."	M	-1
"I have learned about the 5⃣ main principles of inclusive democracy particularly to always maintain accountability to our people. — Samson Viulu (PhD) from 🇸🇧, speaking at the ongoing #SDG16 webinar on the 'Strengthening citizen engagement during the #COVID19 pandemic' session. https://t.co/Tn0UMg9OWM"	G	0
BREAKINGJust in case there are any idiots out there who believe the pandemic is over.#OmicronVariantIslanders games postponed due to COVID-19 outbreak — including Rangers clash https://t.co/eLF4YeAiGd via @nypostsports	M	-1
"@GarethOCal But what happens if this new variant avoids the vaccine, we are back to the start. All unvaccinated and locked down? This is no way to live https://t.co/Hnh14TReAv"	OV	-1
UPDATE: South African Doctor Who Discovered “Omicron” Variant Says There’s Nothing to Worry About – Only Mild Symptoms (VIDEO) https://t.co/LZyHAgnxgO	S	1
"Angelique Coetzee, chairwoman of South African Medical Association, is apparently saying she is observing mild symptoms in Omicron patients. However, one of the sources is Sputnik. She’s also quoted in Guardian. More sources? https://t.co/tx0N9Mqvphhttps://t.co/fsKh1ATPMQ"	S	0
@NaomiWWE How do you deal with  boredom in this quarantine?	O	-1
1000s of aspirants of various exams are on an indefinite protest for 2 extra attempts due to 2 COVID waves. Students are requested to join the protest Louder the Voice of Students earlier we may get attempts Media is covering campaign#CivilServicesCovidRelief #UPSCExtraAttempt https://t.co/rsSUz4R5Dl	O	0
Ok? And they’ll recover and have natural immunity literally 20x better then the vaccine you got in may or even earlier….. https://t.co/cOcULrHZ3f	A	-1
"1/3 #HUNT Concernd citizens want to remain informed re Covid developmnts. Why then did I switch #OleaginousHunt off as he discussd #Omicron? Let’s be frank.#TRUST is gone.#HUNT shld have been sacked long ago. From #AgedCare to #Health portfolio, #HUNT has failed."	M	-1
Y'all I'm vaccinated na ng first doze😭	O	-1
"Staff, customers and delivery workers who were at the KFC on Brentwood High Street on November 19 between 1pm and 5pm are being asked to do a PCR test. https://t.co/L46F4wQ9i5"	M	0
@theTiser @andrew_hough When your gaslighted by your own government. The fact is we have been vaccinated and we are still being punished. The commissioner needs to get his head out of his ass.	G	-1
Canadians to get biggest drop in gasoline prices since 2009 over COVID variant fears https://t.co/c2PjvQRofw	O	0
"@nickaramaOG @Dreamweasel Oh, yes, the China travel ban was *such* a success in stopping Covid-19, when travel from Europe brought it to the East Coast. 🙄🙄🙄"	M	-1
"Vaccinated English adults under 60 are dying at twice the rate of unvaccinated people the same age.  The brown line —weekly deaths from all causes of vaccinated people aged 10-59, per 100,000 peopleThe blue line —weekly deaths from all causes of unvaccinated people per 100,000 https://t.co/iJQW11yPIY"	A	0
@confusedmuser @TrumpJew2 @michaelmalice The media ran tons of stories when delta came out. But as usual they lied and it was not Covid but RSV and noting new	A	-1
"Sir, don't forget to keep yourself entertained and safe in the batcave Bruce as we lockdown. Jacinda is counting on us."	O	0
CIVIL SERVICES COVID RELIEF#UPSCExtraAttempt @DoPTGoI @PMOIndia @narendramodi @AmitShah @JPNadda @rajnathsingh @myogiadityanath @swatantrabjp @gssjodhpur @ABVPVoice @bjp4up @drdineshbjp @kpmaurya1 https://t.co/c8K7pPpYfr	O	0
@Beaulie80496299 @tracyunionthug @GovRonDeSantis @FLCaseyDeSantis How does banning mask mandates or banning vaccine passports help curb our COVID pandemic? Perhaps it’s time we all work together to end this pandemic instead of playing politics with our country’s response.	M	-1
Good. Maybe the unvaccinated will get vaccinated. https://t.co/Q4X468PdKW	P	1
"@Schit_Liz_Says It’s not holistic, not guaranteed to prevent transmission and there’s a textbook of evidence that the plandemic was coordinated by governments (dictator xi; president for life propaganda) to force &amp; coerce vaccine mandates for profit. Reiki can actually heal coronaviruses ♥️ ."	A	0
@ABC7 LOCKDOWN BITCHES	O	0
"@Mclobster72 @Independent_ie There have been numerous strains of Covid. Loads of them. And there will continue to be. None of them impact children. Again, you need to read up on Covid, you haven't a clue. Omnicron is a non event too."	S	0
@firemanstevec34 @dwraybon @ChuckCallesto This is true. The large Ohio Hospitals are mandating a timeline to be fully vaccinated. Can also apply for religious or medical exemption but hearing they will be granted few and far between.	M	0
Jab Teja isse chode tab na wo kuch kare.This is what Tejran did to our girl.I am so pissed today seriously. #TejasswiPrakash #BiggBoss15	O	-1
@MatthewStadlen @EssexPR @paulfrewDUP So how do you explain the spike in cases at the Melbourne Cup? A vaccine passports event btw.	A	0
"@News24 @CebohNyambose Your body, your decision to take the vaccine or not. My establishment, my decision to require a vaccine for entry .Respect for everyone's rights. Just coz you have a difference in opinion on the matter, doesn't constitute force."	M	0
"Lol! You just have to get ""Covid"" involved! Like it has any impact on the market! https://t.co/5qLRgmvnKy"	O	-1
This is one of the most tone deaf post I’ve ever seen coming from a Nigerian man. Africa is only 6% vaccinated because they have no access to the vaccines. Covid has “practically disappeared” because testing isn’t done because no one can afford it. https://t.co/Zl79O6pfNL	OV	-1
"@mikeajfox @KellyQuilt Always followed the rules, guess what? Caught covid."	A	-1
"Early encouraging symptoms from SA suggest omicron might be highly contagious but relatively benign. If confirmed, this could imply an end to the Covid problem:"	S	1
@laurenboebert They are exempt. Biden claims they are Covid free. Disease-free  drug-free and the cartel is nonexistent.	G	0
@dcexaminer @WHO The best way  to manage the COVID 2022 variant; print the ballots for the harvest.	O	0
"This is why the knee-jerk moves to ban travel to/from South Africa will not keep Omicron out of other nations. Omicron is already in other nations. It was identified in SA, but didn’t necessarily come from there. https://t.co/SCvggojOyz"	G	-1
@Nevada_Connolly @jmice365 @chrisstlmo @HollyGolight702 @joncoopertweets ok.  VACCINATED. PEOPLE. CATCH.  AND. TRANSMIT. COVID!!!!... so this ‘putting people at risk’ is bullshit. you have been sold a lie. you dont have any right to not be exposed to disease. the world is full of risk.  the vaccines don’t work.  they lied to you.	A	-1
IMMA NEED MY BABYTOADZ TO FIGHT OMICRON https://t.co/2O22TocN7j	O	0
"@ThatPascoeWoman There has bee a lot of partying and credit collection but precious little leadership IMHO. Meanwhile the PS has gotten out millions of Jobkeeper payments and millions of increased Jobseeker payments, organised the vaccine rollout despite the lack of vaccines."	G	-1
@MaximeBernier Omicron: everything you need to know about new Covid variant https://t.co/p90jWnvQsV	S	
Hon’ble PM Shri @narendramodi Ji holds #COVID19 review meeting with top officials.#IndiaFightsCoron https://t.co/1Au9menZQR	G	0
"@iwasid @airlivenet Yeah its sad honestly, but I don't get why I would have to get vaccinated if I'm healthy"	M	0
"@ChrisCuomo A person that fakes Covid and we know it was fake because brother got you a vaccine before they were available, for a news scoop shouldn’t have a job in news let alone an opinion when they don’t care to know the facts."	O	-1
"@CTVNews Oh no, whatever will @MarilynGladuSL do with her time now that they’ve taken this gem away from her and her own party has ousted her for speaking out of line against vaccine mandates? We will remember."	A	-1
@ksgnimbus @Amy_Siskind Aren’t vaccinated also ending up in hospitals?  Share those stories as well.	A	0
Why hasn't this monster been arrested yet for crimes against humanity?? Now he wants to start vaxxing babies. This is a sick man that must be stopped. https://t.co/dwYelag1AH	A	-1
Q: What’s the difference between a vaccinated and unvaccinated person? A: About 6 months	OV	0
@ScottAdamsSays Is it my imagination or are the vaccinated secretly hoping the unvaccinated die in large numbers to prove a point?	A	0
"@LasVegasUK This is a right mess, they are slowly killing off the travel business, I guess the silver lining for them is it will work in favour of their climate and carbon emission policies. I see Biden has banned travel to some countries, well how long until its extended to all with omicron"	M	-1
Quick! Someone inject the vaccine into them when they’re sleeping! https://t.co/zGzmPHuWiK	P	-1
@CeboMcineka MAKE THIS GO VIRAL: - One of the world's leaders in MRNA Vaccine creation exposes all #NoVaccineMandates https://t.co/jYjIhv9pzC	A	0
"@AdamCrigler @DefiantLs She is knowing spreading misinformation; ""boosters are the best way to protect the nation from Omicron"". No studies or data to validate her statements. CDC is not collecting data on breakthrough cases, so she is knowingly spreading misinformation."	A	0
"@pvtjokerus The real experts will tell you you can't inoculate into a pandemic, particularly with leaky vaccines. Virus is as virus does. Resistant variants devlop and the vaccinated are the unwitting petri dish."	A	0
Save Lives – Earn Bitcoin with new EMS SignPost Software – Bitcoin News | Alhamdulillah Ya Rozzaq Shollu Alan Nabi #BlackFriday Omicron #DALS https://t.co/GrvWVyj09v	O	0
a covid positive case in my school like that person stays in the same hostel with my friends but school said we should now learn to live with corona like wtf????	M	-1
"@newscomauHQ ""omicron crisis"" spare me"	O	-1
Queen Sugar was the last show that needed a COVID storyline	O	0
#Omicron scare has vanished in a day. 😅Same happened after a day when #Delta variant news hit the market. https://t.co/OnRG2W2imt	O	1
"@JustinTrudeau  Res Sir, i am in a lot of farming business financial trouble due to covid pandemic situation, i need 5 lakhs rupees help, please help me sir"	O	0
Another day I gloomily wonder if all that is important in life gets lost in the hustle &amp; bustle of everyday battles. Perhaps we came close to grasping human fragility during the darkest days of the pandemic. But that profound realization seems to have taken a backseat again…?	O	0
"Yup.“Public schools may finally be open across the country, but in many districts, things are far from normal,” New York Times columnist Michelle Goldberg observed. “It’s a perilous situation for Democrats, the party of public schools.”https://t.co/hPFT0HK7hM"	M	0
Photo of #Omicron #OmicronVariant #covidvariant #COVID19 #coronavirus #Corona https://t.co/WciPu7zqXS	O	0
"@BagdMilkSoWhat Ok they made it difficult  for people to get vaccinated, they went after schools that were requiring students to wear masks but they are the lowest , ok we sure about that"	OV	-1
"@lawncricket @DonaldTendulkar Lol …he can get vaccinated , simple as that"	P	0
The global pandemic is getting kids in college and career.	O	0
"@ReaganCrack @BBCNews Nice gif, I take it the vaccine works then? No need for boosters! Excellent news, spread it far and wide! Finally we are Covid-19 free and we can go back to normal!A thousand apologies, I really thought they didn't work.☺️☺️☺️☺️"	A	0
@saiIupthesun I got the Pfizer booster after having my j&amp;j vaccine in April! I was pretty tired the day after and a little sore but nothing too extreme	O	1
@MekxA @justin_hart What? Where have you been? They have that stupid green pass! Unvaxed cant fo much without their jab passport	M	0
"@rychus81 @DavidBr33139978 @TDotMonkey @DejaVu415 I agree with you sometimes on death and and from, that does skew numbers. My grandad passed and had covid but he'd been in hospital 3 months before then, so I can understand your logic there. However I still believe the majority are from not just with even if some slip through"	S	0
@hahayesvery @thecockcrows You don’t find it weird how all these “mutations” and new variants happen when there is a low number of cases? Weird how delta showed up when the vaccine was ready and weird how this new variant is on the horizon when they are now pushing boosters	A	-1
@Kurt74398990 @KleioValentien Good just did OT and on way home to relax. Most likely watch South Park post covid 😜 or to tv show catch up either with The Rookie or Yellowstone. Hope your having a good night too Kurt. You too Kleio.	O	0
"Africa produces no vaccine and the start crises the vaccine for covid-19. Now HIV have invade Africa, are you capable to produce vaccine for it. Let take protective measures against this wave of Corona virus which had happened in South Africa.  There shd be travel restrictions."	G	-1
"@RandPaul Dr Fauci has treated how many Covid patients? Oh that’s right he’s just a bureaucrat who thinks he is “Science” incarnate. He’s blinded by his own hubris and conflicts of interest : sad, dangerous, and deadly."	M	-1
Omicron Variant Surfaces Amid an Airline Travel Rebound https://t.co/OiRVSiDGX7	M	0
"@AlboMP Did your scheduled tweet from 2020 get sent again? Because at 87% vaccinated nationally in late 2021 you can’t STILL be banging on about this? A cynical ploy at people’s current fears. Stop it. BTW, hotels worked (past tense) just fine all over the world. Procedures."	M	-1
"GARTMAN : BUY THE DIP, OMICRON VARIANT NOT A BIG DEAL"	O	1
Surely Perth is the approved and recognised quarantine facility for South Africans? https://t.co/Aj5lJiIGJS	M	0
@CoralieAnn @ianjchappers @drbarnesbangor What if the person who made the mask has covid? 🤔	O	0
"If another lockdown happens and you stick to it more fool you. A whole load of shite. I’ve spent enough of my life living by this nonsense, they can now go fuck themselves."	M	-1
@TRTWorldNow But how is this possible. You need a negative covid test for international travel ?	M	-1
@PoppyisRoyal @warmdurian @ellicock @Monsoon0802 He does have Covid &amp; is now in hospital. He couldn’t have walked downstairs to a cab.	O	0
It’s official…I blame Covid on the folks opening ancient Egyptian tombs and unearthing tablets from the Dead Sea.LEAVE THE SHIT ALONE!	O	-1
"Errata corrige: Omicron Covid variant says Fed Chair Powell poses risk to world economy - inflation pressures to persist ""well into next year""#USA #Omicron #rascal https://t.co/YhjnNg6WFr"	O	-1
Aspirants who gave their last attempt prior to 2020 were in an advantageous position. COVID warriors demand equity and justice #UPSCExtraAttempt@PMOIndia@DoPTGoI@smritiirani@AmitShah@DrJitendraSingh@BJPMahilaMorcha#2 YEARS RELAXATIONhttps://t.co/iCWwzHVdwt https://t.co/9xRdROwB2x	G	-1
"Coronavirus: Quarantine, genome sequencing for those arriving from South Africa in Mumbai #Maharashtra #Mumbai #COVID19 https://t.co/4EX7E0ACpm"	M	0
@AtomsksSanakan @maurakeaney @hormonedietdoc @CodySowers423 @hayley7336 @FatEmperor What because the have a # saying “get vaccinated” at the end?	O	0
PLEASE GET VACCINATED TODAY!!	P	-1
@joncoopertweets @thomaskaine5 I’m OK with fewer GQP voters.Counties that strongly supported Donald Trump have far lower vaccination rates than counties that strongly supported Biden. And since June 30 the Trumpiest tenth of the country has had 12 times the Covid	OV	0
Where did Tom Voltaire Okwalinga go? Was he chwezed or COVID? https://t.co/UdHnBSYJYn	O	0
Omicron variant | Centre urges States to step up testing facilities https://t.co/2AiCbV7rL7	G	-1
"@UFOApostle @skinnyb0b @JeremyCorbell What does that gain them?They want us informed and peaceful. Quarantine is a different animal. We are under planetary #quarantine. The Covid quarantine gives you some idea what that's like.Any ""#SpaceForce"" that attempts violence on another planet will be chastised."	O	0
"LATAM Airlines, Latin America's largest carrier, filed a plan to exit bankruptcy. It filed for protection from its creditors in May 2020 as first wave of pandemic broke over the travel industry. The plan, envisages the injection of $8.2bn of new financing. https://t.co/P91B9EEcAm"	G	-1
"@ConceptualJames Just like the mask is the hijab or yarmulke of this inchoate religion, the vaccine is the Holy Communion. Therefore it makes perfect sense that it would be given immediately before death."	A	-1
"Don’t panic unless your Doctor is Panic, and if Your Doctor is Panicked you won’t have anything left to be Panicked ... #covidvariant #Omicron"	O	1
"@Michael_g_Lewis @AllisonPearson Worst, when youre fully vaccinated here, they dont test you anymore at the airport...so 1+1=2...in a world where 2+2=5."	M	-1
"The next couple of weeks, whilst we wait for clearer evidence about whether Omicron is actually more dangerous or not, are looking excruciating. A lot of people are taking a big risk re credibility if evidence that it is a genuinely increased new risk doesn't emerge"	S	-1
Big Pharma unveils plans to tackle new ‘Omicron’ strain https://t.co/73l6G7gwpD	S	0
"@dyxzu @afowler06 I'd suggest sir... Go and get another jab, bend over and let Boris enter you physically, as he's mentally deep inside you"	A	-1
"Rabid dog raskin using rigged #'s to push his IMO, 'Jab all' agenda.I wonder what is his cut from big Pharma?https://t.co/etpPwhUGC9"	A	-1
Judge Blocks Biden Administration’s COVID-19 Vaccine Mandate for Health Care Workershttps://t.co/e4UXscHDUy	M	0
China is going to deliver another 1 billion Covid vaccines to Africa. Talk about a Hobson’s choice. Even I’d be an anti vaxxer if I could only have the Chinese jab.	G	-1
@THESLUMPGOATTT2 They told us that even if you do get covid exams won't be online they'll wait till you're good and then you'll do them all at once🥰🥰	M	-1
@BretWeinstein I'd bet on Omicron being sourced here: https://t.co/df55Tim55e    which means it isn't all that new.	O	0
Here We Go... Two Omicron-Infected Individuals Arrive in Australia - Both Victims are FULLY VACCINATED https://t.co/DGiQ0UDi7Q via @gatewaypundit	A	-1
[HowWeFeel] Help scientists track the spread of COVID-19	S	0
The Guardian: Covid live news: Omicron variant detected in Canada as Fauci warns two weeks needed to study new strain.https://t.co/Ldh8t13C85via @GoogleNews	O	-1
@GBNEWS Get your new jab now! BOGOF deal	A	-1
"NY Gov. Kathy Hochul issued a state of emergency order on Friday in response to the identification of the COVID-19 omicron variant.The emergency order is intended to increase hospital capacity in New York and will last until at least Jan. 15, when it will be reassessed."	G	-1
"@bunny_peculiar @NeuroRebel 100% to this. Long Covid has amplified this to the max, but I think I had previously been unaware or ignored the signs of the toll things take on me."	O	-1
"As fantastic as it was, and as lucky as we were, to be able to get over to Sweden, I hope that next time we do it masks and Passenger Locater Forms and Day 2 LFTs are a thing of the past.Really just need to say ""vaccinated = OK"" because that really is all we have at this point"	M	-1
@KatKatsebo @SaiKate108 Omicron in COVID and C-19Mobile PhoneAnthropomorphization of subject-object-subject relationship in Theocratic to Therapeutic Relationship in Medicine.'He's got the Whole World in his Hands' songhttps://t.co/KAWqwTFGam	O	0
@MarkLevineNYC I only know that there’s no way I could get vaccinated in Italy. I am overdue for a booster. They are vaccinating people who have Italian health cards.	G	0
@markthomson @AnnastaciaMP Is that your only reason to be vaccinated?	O	0
"#VaccineMandate nywe nywe nywe ""please guys go get vaccination you're putting our lives in danger""🤔 boom another Variant🤷‍♀️ heeeee abantu babuncu shame.... Don't you see that we're played, controlled and probably we are going to be killed... Because we accept yonke into le 😏"	A	-1
"Coronavirus live | COVID-19 variant spreads to more countries as world on alert Coronavirus live | COVID-19 variant spreads to more countries as world on alert Britain, Germany and Italy detected cases of the new Omicron coronavirus variant on... https://t.co/fpNaONbAvp"	G	-1
"I wonder what Vaccine Boris and his pals have shares in now? Cos it's going to be ""offered"" to us real soon I'm sure."	A	-1
In Germany. Assisted Death is only allowed for the vaccinated.	G	-1
@gregseeds @OnlyInBOS I just want the pandemic to wind up so I can safely travel in search of pastries again	O	0
@RandPaul Why don’t you take some of the profits from your COVID insider trading and buy a new toupee?	O	-1
@john_ryle @DuncanBannatyne Nah it’s just all the games they play. It  finally caught up with them the same time as the vaccine came out. Purely coincidental	O	0
I read that Moderna is already working on a booster just for the new Omicron Variant.  This is all about money to these companies. Are we supposed to have this poison shot into our veins every time a new Variant of concern pops up? Remember that these vaccines effect the heart.	A	-1
"@bbc5live Reggae Walk of Fame at the #Trelawny #Stadium #Falmouth is now Covid19 compliant as an #JTB LICENCED Attraction. Cruise compliant TBA, Reggae 4-20-2022.  18764358401 4049104463 Reggaeinthesun@gmail.com Sponsorship partners welcome. Tell a friend. Seen?love"	O	0
@yodanschlo @StrangRobert Well to be clear I said a brief pause from sone countries to reduce travel but the most Impt thing is continued border testing with other PH measures and excellent testing / surveillance with more vaccine are the best answer while we travel modestly	G	0
"@FacePlantt44 @ProudOldSoldier @chrissmithonair Not yet, but the South African Health Minister said it was only mild, so he'll be dying of covid induced ""suicide"" soon..."	G	-1
@ellymelly #Omicron is a scrambled #Moronic	O	-1
"@joncoopertweets Doubtful. There are a lot of dumb people pretending covid19 does not affect them. As long as the nonconformists pretend, the variants develop."	M	-1
Pussy from a girl who is fully vaccinated	O	0
COVID-Positive Czech President Appoints New PM From Plexiglass Cubicle https://t.co/qBXHkGBdZf	G	0
@shay_fleishon The only real difference is vaccinations into the equation with over 50% of the world with at least 1 dose. Selective Evolution to escape vaccines maybe? Quite a bit of gene changes to the spike proteins...https://t.co/Y07GfONlgX https://t.co/qtrTHLJuaO	OV	0
More than 50m people in UK out of 66m have had at least 1 jab - almost 9 in 10 over 12 with 1st jab &amp; 8 in 10 with 2nd. That is bigger than any referendum that any want 2 c implemented &amp; bigger than any General Election total turnout. #GetVaccinationDone https://t.co/irKdzyewyV	P	1
@DonnyThePants @RealCandaceO How do you make any sense when 70 to 80 percent of the population in the US is vaccinated.  Cmon man	S	0
@joncoopertweets VACCINES WORK. TAKE YOUR BOOSTERS. DON'T LISTEN TO PEOPLE TELLING U TO USE PET MEDS FOR COVID.TAKE THE VACCINE!!!	P	1
Biden and Harris briefed as US braces for arrival of Omicron Covid variant https://t.co/KOzz82c8XL	G	0
"@frkeithv Right, but we have doctors appointments and need groceries. And if you go to a party with your vaxxed friends, and get a mild case, you can spread it to us at one of the few places we both go.This newborn caught Covid in the emergency ward, where she went for her RSV. https://t.co/0nFSdNgo8w"	A	-1
"@boulezian Unvaccinated people shouldn’t be running amok.  Compulsory vaccination for public jobs, travel, social gatherings should be the norm."	P	0
"@EbolaPhone @LawrenceGostin Dutch authorities confirmed that 13 passengers have the Omicron variant. But, 61 people did test positive (presumably 48 have a different variant; probably Delta)."	G	0
"INactivated, adjuvanted COVID-19 vaccine candidate, VLA2001. https://t.co/dngfP5ydCX"	OV	0
"#COVID19 Will we survive? Is this an extinction level event?Is it possible scientists are working on the virus itself, improving it? https://t.co/32sMNxAD5M"	A	-1
#e_RadioUS Keira Knightley reveals she has COVID-19: “I’m feeling pretty rubbish” https://t.co/g67eOGyNWK	O	0
"Virtual worship has sustained many during the pandemic, Marquand Dean Awet Andemicael notes. However, ""it’s really irreplaceable to be in physical proximity, to feel the physical vibrations in our bodies.https://t.co/oVeBY4OhOQ https://t.co/LqzOvYph2y"	O	0
I Did It My Way (And Failed) #writingcommunity #essays https://t.co/kwgBx0M778 #comedy	O	0
"@ReallyAmerican1 I always wear a mask. Everyone else should too, regardless of vaccination status."	M	0
In 2020 during the peak of the Pandemic my husband and I started our own small business in Jim Wells County. We wanted a local marketing group that would help support others to achieve their dreams with affordable resources. https://t.co/tIzCyP29AN #SmallBizSat #jimwellscounty https://t.co/UhqBm10PVX	O	0
@BrndBenjamin Omicron Omacron	O	0
"@TheBroncoBill @covid_clarity ""Unvaccinated have higher per-capita rates.""Right there in the tweet. I get your graphic is illustrative only, but the vax/unvax rate in MN is ~2.5, instead of the 7 or 8 your graphic shows."	S	0
"@russellalford_ Hi Russell, Walk-in booster vaccination clinics are open to different groups on specific days and times. You can see this information here: https://t.co/2ew0ZKomar"	O	0
"“When President Trump took bold and decisive action in February 2020 to impose travel restrictions into the United States from coronavirus hot spots, Joe Biden attacked him, calling this decision a disgrace and xenophobic""Read more from the @nypost 👇https://t.co/tJpxuZccZI"	G	0
Have you heard about the #OmicronVariant?@Reuters talked with one of the first doctors who discovered it in South Africa last week. https://t.co/kQRA0reP9F	S	0
"The ministry pointed out that new variants had been discovered in other parts of the world.""Each of those cases have had no recent links with Southern Africa, but the reaction to those countries is starkly different to cases in Southern Africa,"" it said https://t.co/z5cGHFnZIv"	G	0
How the COVID pandemic changed #digital #journalism https://t.co/B3t3uwmzcI via @ConversationUK	O	0
"@InFineVitae @anthonycwalker It’s not emphasizing irony. It’s mocking dead people and lacking compassion. But disgusting people have always existed in this world. By the way,  it’s just as easy to cherry-pick a list of people who died with the vaccine."	P	-1
"every fucking morning on this goddamn planet i wake up and immediately go ""oh no, i cant taste anything, the covid has finally got me""forgetting that the inside of your mouth ISNT SUPPOSED TO TASTE LIKE ANYTHING OMG"	O	1
"@felix_ellis What about the vaccine rollout.Far more important than f*uking bull. PM got his booster shot, Federal government sent letter saying get booster shot, but doctors say no boosters until February. Big disconnect between Federal &amp; this state. WTF is going on? DO YOUR JOB USELESS MAN"	G	-1
@Myberns1 Not until we know it's here! At least New York seems to be preparing! I hope anyone returning has to quarantine for 14 days!	M	0
"@Sentletse Wena o bereka ka leplanka,sponge le masela for furniture otsebela kae gore vaccine that you took works"	O	0
"@OPMAEX @fitterhappierAJ To answer the question in the tweet you shared, because subsequent Covid waves have put enormous pressure on healthcare services, pushing back needed medical treatment and causing some people to bit seek help altogether, leading to excess mortality not from Covid"	S	0
#ScottyDoesNothing I need more money for booze.  Need another lockdown fast.	O	0
@BorisJohnson Closed the boarders if your that serious . the covid legislation was piggyback on existing law designed to stop infectious diseases coming via docks and ports .just turn a blind to illegal entry into the UK .	M	-1
"Consumers are eager to travel again. Unfortunately, fraudsters have their own plans. Watch this on-demand webinar to learn your banks can protect customers in the post-pandemic world. #fraud #fraudprevention #financialcrime #RiskOps https://t.co/G0J5kFR97G"	O	0
@CunningRedvers @UKCovid19Stats Elmbridge currently third highest local authority in England for the number of COVID cases today - and that’s pre-Omicron	O	-1
"@YardleyShooting ….and when you do get Covid, they won’t say the vax doesn’t work, they’ll blame the new variant."	M	-1
@cap_zay @SimplicityCapi1 @treesieT @vijay9933 The trends in the Netherlands are concerning if it is a result of Omicron spread. Likely means that we'll see more lockdowns globally. https://t.co/i5LJdjH1m3	M	-1
"WHO Flags Omicron Risk, Travel Curbs Tighten, Biden Urges Vaccination https://t.co/mtJKxJE6pN"	G	-1
Check out my latest article: Omicron and the Secret of Covid https://t.co/CI0LkJNlO9 via @LinkedIn	O	0
"@DawnBlueberry The vaccinated spread &amp; contract the virus just as easily as the unvaccinated, Dr. Blueberry…🙄 https://t.co/UXRtuBYDjD"	A	-1
@EricMMatheny @mammoth_trump45 Omicron Moronic.New favorite anagram. Seriously trending. #MoronicVariant	O	0
@Don__Luigi @theonejoeyd @BallouxFrancois That's not living with Covid - that's living with Johnson's Tories.	O	0
"@VincentRK Vaccines don't stop transmission, infection, or hospitalizations.It's easy to see who's right and it's not the vaccinated...."	A	-1
@RichardS_1987 @theonlywayisup @Super_Sage @perecastordaix @JonathanPieNews Youre also almost certainly assigning vaccine efficiency to millions of people who've got immunity because they had the virus.	A	-1
@Nicholas8645113 @FoxNews Probably because most people are generally reasonable about the vaccine. It’s really the mandates that people object to. Only the crazies are actually afraid of the vaccine itself.	M	0
Being healthy is  underrated #Covid_19	O	0
@dgmoore75 The pandemic was such a surreal event that many ppl's disbelief in their otherwise ordered world lead them to believe the pandemic or govts reaction to it was a programmed conspiracy. They can't believe that any state interference in their personal freedom isn't designed for..	G	0
37681 people tested positive for #COVID in the UK is the latest data for 2021-11-28 @sgsssouthall @ealingcouncil #StaySafe #WearAMask	S	-1
"“The overall message however remains that vaccination is important and boosters are extremely important and the UK has also said it will be looking to accelerate its programme.  ""We too will be considering all these aspects."	P	0
"Well, if even @latimes   reported it, then yes.https://t.co/SAiwQGQMnM https://t.co/Pqx6KIuQQw"	O	0
"@davesplace66 @SPhone568 So during the lockdowns did nobody stop you from going to a pub, restaurant, museum or cinema? 😂 You must be very special because none of the rest of the population were allowed to go 😂Countries are issuing covid passports and barring citizens for accessing certain places."	M	-1
"@HakimAbdi Yes, this is legit. SafeAccess is our vendor that we are using to verify people’s vaccination status. #AGU21"	M	1
"@MnmsurfinLang @yigsstarhouse Dr Jessica Rose says, that in the US:- A hundred thousand 5-11 year olds reported adverse   events in just 2 weeks following COVID-19 injections - 1 in 10 kids have had an adverse reaction- in 82% of the reports, onset of symptoms WAS   IMMEDIATE https://t.co/pCyV88dVln"	A	-1
I'm still putting this #Omnicron matter and the entire racist #Covid narrative squarely on us.... This is our responsibility coz we elect useless leaders who are again asleep at the wheel 🤷🏿‍♂️🤷🏿‍♂️ https://t.co/F4GbAgMAZp	G	-1
@stormnelius @DeLo_77 @JBHinOC @ScottGottliebMD lol… keep liking candace owen’s tweets on COVID… i’m done wasting my time	O	-1
"@bobhewitt17 @MMaureen01 @laureleccles @jeremycorbyn @DerbyChrisW 🙏We’ve been following each other for months, but progress has been very slow due to the #COVID19 pandemic. What is needed is a catalyst: @jeremycorbyn. JC &amp; @DerbyChrisW together will galvanise the electorate again &amp; cause a political earthquake!👋"	G	1
@fleaflicker44 @mgolding76 @Keith040856 @OldWivesTails @piersmorgan It does infuriate me that the death figures are those with covid within 28 days but not necessarily died from covid but I don’t know the answer to more accurate data tbh	S	-1
"When your smart enough to know, that the Omicron, might be real https://t.co/SrcP0CTt8p"	O	0
"Next two #Islanders games postponed, including Sunday game with Rangers, as team COVID outbreak lingers. https://t.co/XZCJ0O9XIr"	M	0
"@Sars2_Club @joaquinlife Iowa never had masks in any cohesive way, except for schools for a handful of months during the winter of 2020-2021. Only 14 districts out of 327 have full mask mandates now in Iowa. The pandemic ended, according to our state public health department and our Governor."	M	0
@RepStefanik the party that applies choice and freedom to a deadly virus is arguing that they don't apply to deadly drugs? lol. it's a personal choice to not get a vax and not wear a mask and die from covid? so it's a personal choice to do illegal drugs and die from it too.	M	-1
